neuNr;alteNr;BEZEICHNUNG;Item;2 Bosch;AlvarisArtnr;AlvarisMatnr;ASK
110000254;402259803;"Kunststoff-Doppel-Lenkrolle;DM75 mit Radfeststeller;""""""Radstop"""" Rad mit"";thermoplastischem Polyurethan";0.0.605.46;;-;-;
110000255;402510462;"Anschlagpuffer 20x20 M6x10;Gummi Naturkautschuk;;";;3842510462;;;
110000256;402510464;"Anschlagpuffer 20x15 M6x10;Gummi Naturkautschuk;;";;3842510464;;;
110000257;402525103;"Abdeckkappe für;Würfelverbinder 20 Materia: PE;schwarz;";;3842548704;;;
110000258;402525203;"Abdeckkappe für;Würfelverbinder 20 Material:;PE silber;";;3842548700;;;
110000259;402525737;"Tragrolle ST300 Material:;Stahl;;";;3842525737;;;
110000260;402525738;"Tragrolle ST400 Material:;Stahl;;";;3842525738;;;
110000261;402525739;"Tragrolle ST500 Material:;Stahl;;";;3842525739;;;
110000262;402526560;"Bolzenanker FBN II 8/10 Stahl;verzinkt~; transparent;chromatiert d=8mm~; L=80mm~;;l1=65mm~; l2=15mm~; SW=13~;";0.0.432.97;3842526560;-;-;
110000263;402526561;"Bodendübel FBN10/10-23 Stahl;verzinkt~; transparent;chromatiert d=10mm~; L=90mm~;;l1=70mm~; l2=15mm~; SW=17~;";;3842526561;;;
110000264;402526562;"BODENDÜBEL FBN II 12/50 Stahl;verzinkt~; transparent;chromatiert;";0.0.485.83;;-;-;
110000265;402528189;"Unterlegscheibe 1x50x50;;;";;3842528189;;;
110000266;402535667;"Rollenhalter Nut8 + Nut10;Material: Kunststoff PA,;glasfaserverst.;";;3842535667;;;
110000267;402535671;"Rollenhalter Nut 8 + Nut 10;ESD Material: Kunststoff PA;glasfaserverst.;";;;;;
110000268;402536149;"Erdungsband mit;aufgeschweißter Mutter;Material: Bandstahl,;nichtrostend";;;;;
110000269;402537116;"BESCHRIFTUNGSCLIP 40 HART PVC;L=2000mm grau ähnlich RAL7035;;";0.0.654.46;3842537116;-;-;
110000270;402537163;"Tragrolle ST600 Material:;Stahl;;";;3842537163;;;
110000271;402537653;"BESCHRIFTUNGSCLIP 40 HART PVC;L=160mm grau ähnlich RAL7035;;";0.0.654.59;3842537651;-;-;
110000272;402600001;"Kunststoff-Kombischarnier 40 x;40 links aushängbar Material:;Flügel Kunststoff PA;glasfaserverstärkt Achse:";;;;;
110000273;402600002;"Kunststoff-Kombischarnier 40 x;40 nicht aushängbar Material:;Flügel Kunststoff PA;glasfaserverstärkt Achse:";;;;;
110000274;402600003;"Kunststoff-Kombischarnier 40 x;40 rechts aushängbar Material:;Flügel Kunststoff PA;glasfaserverstärkt Achse:";;;;;
110000275;402600004;"Kunststoff-Kombischarnier 30 x;30 nicht aushängbar Material:;Flügel Kunststoff PA;glasfaserverstärkt Achse:";;;;;
110000276;402600005;"Kunststoff-Kombischarnier 30 x;40 nicht aushängbar Material:;Flügel Kunststoff PA;glasfaserverstärkt Achse:";;;;;
110000277;402600008;"Kunststoff-Kombischarnier 40 x;50 links aushängbar Material:;Flügel Kunststoff PA;glasfaserverstärkt Achse:";;;;;
110000278;402600009;"Kunststoff-Kombischarnier 40 x;60 links aushängbar Material:;Flügel Kunststoff PA;glasfaserverstärkt Achse:";;;;;
110000279;402600010;"Kunststoff-Kombischarnier 40 x;60 rechts aushängbar Material:;Flügel Kunststoff PA;glasfaserverstärkt Achse:";;;;;
110000280;402601150;"Systemscharnier 30x30 mit;Rastfunktion Kunststoff PA;glasfaserverstärkt,schwarz;Befestigung für I40: 4x";;;;;
110000281;402601151;"Systemscharnier 40x40 mit;Rastfunktion Nut 8/ I40 & Nut;10/B45 Material: Kunststoff PA;glasfaserverstärkt, schwarz";;;;;
110000282;402601180;"Systemscharnier 30x30 mit;einstellbarer Friktion~; Nut 6;Material: Kunststoff PA;glasfaserverstärkt, schwarz";;;;;
110000283;402601181;"Systemscharnier 40x40 mit;einstellbarer Friktion~; Nut 8;Material: Kunststoff PA;glasfaserverstärkt, schwarz";;;;;
110000284;402601200;"Kunststoffscharnier mit;Klemmhebel 30x30 FAmax (N) 400;FRmax (N) 700 Material:;Scharnier u. Klemmhebel:";;;;;
110000285;402601201;"Kunststoffscharnier mit;Klemmhebel 40x40 FAmax (N) 450;FRmax (N) 750 Material:;Scharnier u. Klemmhebel:";;;;;
110000286;402601300;"Kombischarnier mit Klemmhebel;40 x 40 FAmax (N) 650 FRmax;(N) 1500 Material: Scharnier:;Zinkdruckguss schwarz";;;;;
110000287;402650003;"Verbindungsplatte 40x80~; stahl;verzinkt 2 x Senkung DIN74-Am8;Empfohlene Schraube: DIN7991;M8x16 (bauseits)";;;;;
110000288;402650004;"Verbindungsplatte 40x80 Stahl;schwarz pulverbeschichtet~;;2xSenkung DIN74-Am8 Empfohlene;Schraube: DIN7991 M8x16";0.0.196.86;;1010306;LAS80405ST;
110000289;402650006;"Verbindungsplatte 40x80;Aluminium matt vernickelt~; 2x;Bohrung D=9,0 mm Empfohlene;Schraube: Art.: 402150016";0.0.666.35;;-;-;
110000290;402650008;"Verbindungsplatte 20x40,;Aluminium matt vernickelt, 2;Bohrungen D 5,5mm Empfohlene;Schraube: ISO7380 M5x8";0.0.677.76;;-;-;
110000291;402650009;"Verbindungsplatte 20x80,;Aluminium matt vernickelt, 2x;Bohrungen D=7 mm Empfohlene;Schraube: ISO7380 M6x8";;;;;
110000292;402650010;"Verbindungsplatte 40x120 Stahl;schwarz pulverbeschichtet~;;3xSenkung DIN74-Am8 Empfohlene;Schraube: DIN7991 M8x16";0.0.640.54;;-;-;
110000293;402650011;"Verbindungsplatte 20x40, stahl;schwarz pulverbeschichtet,;Empfohlene Schraube: ISO7380;M5x8 (bauseits)";0.0.464.23;;-;-;
110000294;402651001;"Maschinengriff 240 mit;Abdeckkappen für Schraube M8,;A = 198mm Material: Kunststoff;PA, glaskugelverstärkt schwarz";;;;;
110000295;402651100;"Handgriff AL leicht Material:;Alu eloxiert;;";0.0.026.44;;1010246;HAN180AL;
110000296;402700001;"Stahlwinkel 40x40 mm, ESD, t =;5mm, Material: Stahl verzinkt;Empfohlene Schraube: DIN7991;M8x16 (bauseits)";;;;;
110000297;402700002;"Stahlwinkel 30x30mm ESD,;t=3mm, Material: Stahl;verzinkt Empfohlene Schraube:;402150200";0.0.677.75;;-;-;
110000298;402700003;"Stahlwinkel 30x30mm, t=3mm,;Material: Stahl schwarz;pulverbesch. Empfohlene;Schraube: 402150200";0.0.459.12;;1013396;win30303st;
110000299;402700004;"Stahlwinkel 40x40, t = 5mm,;Material: Stahl schwarz;pulverbesch. Empfohlene;Schraube: DIN7991 M8x16";0.0.196.87;;1010619;WIN40405ST;
110000300;402700005;"Stahlwinkel 20x20, t = 3mm;Material: Stahl schwarz;pulverbesch. Empfohlene;Schraube: DIN7991 M5x8";0.0.464.22;;-;-;
110000301;402750010;"Handgriff PA120, schwarz;Material: Kunststoff PA,;glasfaserverst;";0.0.391.35;;1010243;HAN120PA;
110000302;402750011;"Abdeckkappe für Handgriff PA;120,schwar Material:;Kunststoff PA, glasfaserverst.;";;;;;
110000303;402750012;"Handgriff PA 160, schwarz;Material: Kunststoff PA,;glasfaserverst.;";0.0.196.57;;1010245;HAN160PA;
110000304;402750013;"Abdeckkappe für Handgriff PA;160,schwar Material:;Kunststoff PA, glasfaserverst.;";0.0.475.38;;1010048;ABDHAN160PA;
110000305;402750014;"Handgriff PA80, schwarz;Material: Kunststoff PA,;glasfaserverst;";0.0.391.34;;-;-;
110000306;403536694;"30 Teller für Gelenkstellfüße;Kugel 1 Material: Edelstahl;1.4305 Tragkraft 2000 kg;";;3842536694;;;
110000307;403536695;"40 Teller für Gelenkstellfüße;Kugel 1 Material: Edelstahl;1.4305 Tragkraft: 3000 Kg;";0.0.475.41;3842536695;-;-;
110000308;403536811;"Gewindest.m.Kugel 15 M8x40;Material: Edelstahl;;";;3842536811;;;
110000309;403536812;"Gewindest.m.Kugel 15 M12x66;Material: Edelstahl;;";0.0.478.13;3842536812;-;-;
110000310;403537206;"80 Teller für Gelenkstellfüße;Kugel 1 Material: Edelstahl;1.4305 Tragkraft: 3500 kg;";0.0.476.39;3842537206;-;-;
110000311;403537220;"Gewindest.m.Kugel 15 M8x40;Material: Stahl verzinkt;;";;3842537220;;;
110000312;403537222;"Gewindest.m.Kugel 15 M12x66;Material: Stahl verzinkt;;";;3842537222;;;
110000313;403537223;"Gewindest.m.Kugel 15 M12x125;Material: Edelstahl;;";;3842537223;;;
110000314;403537224;"Gewindest.m.Kugel 15 M12x125;Material: Stahl verzinkt;;";0.0.439.23;3842537224;1030021;STE8.60M12100;
110000315;403537227;"Gewindest.m.Kugel 15 M16x66;Material: Edelstahl;;";;3842537227;;;
110000316;403537228;"Gewindest.m.Kugel 15 M16x66;Material: Stahl verzinkt;;";;3842537228;;;
110000317;403537229;"Gewindest.m.Kugel 15 M16x125;Material: Edelstahl;;";;3842537229;;;
110000318;403537230;"Gewindest.m.Kugel 15 M16x125;Material: Stahl verzinkt;;";;3842537230;;;
110000319;403538673;"60 Teller für Gelenkstellfüße;Kugel 1 Material: Edelstahl;1.4305 Tragkraft: 3500 kg;";0.0.478.13;3842538673;-;-;
110000320;403538674;"30 Teller für Gelenkstellfüße;Kugel 1 Zinkdruckguss;pulverbeschichtet schwarz;Tragkraft 2000 kg";;3842538674;;;
110000321;403538675;"40 Teller für Gelenkstellfüße;Kugel 1 Zinkdruckguss schwarz;pulverbeschichtet Tragkraft;3000 kg";;3842538675;;;
110000322;403538677;"Teller 60 für Gelenkstellfüße;Kugel 1 Material:;Zinkdruckguss schwarz pulverb.;Tragkraft: 3000 kg";;3842538677;;;
110000323;403538678;"80 Teller für Gelenkstellfüße;Kugel 1 Material:;Zinkdruckguss schwarz pulverb.;Tragkraft: 3000 kg";;3842538678;;;
110000324;403538832;"30 Teller für Gelenkstellfüße;Kugel 1 Tragkraft 500 kg;Material: Kunststoff PA;glasfaserverstärkt, schwarz";;3842538832;;;
110000325;403538833;"40 Teller für Gelenkstellfüße;Kugel 1 Tragkraft 900 kg;Material: Kunststoff PA;glasfaserverstärkt, schwarz";0.0.265.69;3842538833;1030024;STE40M8110;
110000326;403538834;"45 Teller für Gelenkstellfüße;Kugel 1 Kunststoff PA;glasfaserverstärkt, schwar;";;3842538834;;;
110000327;403538835;"60 Teller für Gelenkstellfüße;Kugel 1 Kunststoff PA;glasfaserverstärkt, schwar;";;3842538835;;;
110000328;403538836;"80 Teller für Gelenkstellfüße;Kugel 1 Kunststoff PA;glasfaserverstärkt, schwar;";;;;;
110000329;403600120;"40 Teller für Gelenkstellfüße;Kugel 1 mit Dämpfungsplatte;ESD Material: Kunststoff PA;schwarz Tragkraft: 900 kg";;;;;
110000330;403600121;"50 Teller für Gelenkstellfüße;Kugel 1 mit Dämpfungsplatte;ESD Material: Kunststoff PA;schwarz Tragkraft: 900 kg";;;;;
110000331;403600122;"60 Teller für Gelenkstellfüße;Kugel 1 mit Dämpfungsplatte;ESD Material: Kunststoff PA;schwarz Tragkraft: 900 kg";;;;;
110000332;403600123;"80 Teller für Gelenkstellfüße;Kugel 1 mit Dämpfungsplatte;ESD Material: Kunststoff PA;schwarz Tragkraft: 900 kg";;;;;
110000333;404615500;"Scheibenhalter inkl.;Befestigung Zinkdruckguss,;alufarbig pulverbeschicht;";0.0.388.91;;1050298;HALFLAE;
110000334;404615600;"Aufhängung Nut 6+8 Material:;Zinkdruckguss schwarz pulverb.;;";0.0.441.33;;-;-;
110000335;405174323;"Trägerplatte WT 240 x 320;LWT=320MM~; BWT=240MM~; D=4.8MM~;;STAHL;";;;;;
110000336;405218900;"Werkzeuggleiter Nut 6;Material: Kunststoff PA;glasfaserverst.;";;;;;
110000337;405218901;"Werkzeuggleiter Nut 8;Material: Kunststoff PA;glasfaserverst.;";;;;;
110000338;405410000;"Becherhalter Kunststoff PA,;schwarz;;";;;;;
110000339;405410001;"Becherhalter ESD-fähig;Kunststoff PA, schwarz;;";;;;;
110000340;405530002;"Riegel 66x38mm Material:;Riegel: Zinkdruckguss, alufarb;alufarbig;oberflächenbeschichtet Griff:";;;;;
110000341;405530300;"Türschloss ohne Schloss mit;Blindstopfe Material:;Zinkdruckguss schwarz pulverb.;";;;;;
110000342;405530301;"Türschloss Kompakt;gleichschließend schwarz;pulverbeschichtet Material:;Aluminiumdruckguss";;;;;
110000343;405530302;"Notöffner für Türschloss,;Druckknopf: Kunststoff PA6,;Entsperriegel: Stahl;";;;;;
110000344;405530303;"Türschloss Kompakt;verschiedenschließe Material:;Aluminiumdruckguss schwarz;pulverbeschichtet";;;;;
110000345;405530304;"Doppeltürschloss Kompakt;gleischließend gleischließend;Material: Aluminiumdruckguss;schwarz pulverbeschichtet";;;;;
110000346;405530305;"Doppeltürschloss Kompakt;verschiedenschließend;verschiedenschließend;Material: Aluminiumdruckguss";;;;;
110000347;405530352;"Türschloss gleichschließend:;schwarz pulverbeschichtet;Material: Zinkdruckguss;";0.0.488.45;3842530352;1050003;FALLGLE;
110000348;405530353;"Türschloss;verschiedenschließend schwarz;pulverbeschichtet Material:;Zinkdruckguss";;3842530353;;;
110000349;405615160;"Distanzstück 2mm für;Klemmblock Material:;Kunststoff PA glasfaserv. schw;";;;;;
110000350;405615161;"Distanzstück 3mm für;Klemmblock Material:;Kunststoff PA glasfaserv. schw;";;;;;
110000351;405615162;"Distanzstück 5mm für;Klemmblock Material:;Kunststoff PA glasfaserv. schw;";;;;;
110000352;405800300;"Rollenelement 80x40x18 Nut;8/10 mit Anschlag, verstiftet;3 Rollen Material: Kunststoff;POM, schwarz";;;;;
110000353;405800301;"Rollenelement 80x40x18 Nut;8/10 ohne Anschlag, verstiftet;3 Rollen Material: Kunststoff;POM, schwarz";;;;;
110000354;405801200;"Rollenelement 80x40x18, Nut;8/10 mit Anschlag, Tragkraft:;100N;";0.0.436.59;;1050328;ROLELEMMSF;
110000355;405801201;"Rollenelement 80x40x18, Nut;8/10 ohne Anschlag, Tragkraft:;100N;";0.0.436.58;;1050330;ROLELEMOSF;
110000356;405801202;"Rollenelement 80x40x18mm, für;Nut 8-10 nd ohne Nut, mit;Anschlag, verschraubt, PA, 3;Rollen, POM: ESD, Tragkraft";0.0.612.99;;-;-;
110000357;405801203;"Rollenelement 80x40x18mm, für;Nut 8-10 ohne Nut, ohne;Anschlag, verschraubt, PA, 3;Rollen, POM~; ESD, Tragkraft";0.0.612.98;;-;-;
110000358;405901310;"Karabinerhaken 80mm für;Werkzeuggleiter Material:;Edelstahl;";0.0.619.70;;-;-;
110000359;406200100;"PC-Halterung, ESD Material:;Edelstahl geschliffen inkl. 4;Flanschkopfschrauben M6x10;";;;;;
110000360;406200120;"Set Monitorhalter 5 Achsen;höhen- verstellbar;Aluminumdruckguss alufarbig;pulverbeschichtet inkl.2";0.0.678.77;;-;-;
110000361;406200125;"Set Monitorhalter 4 Achsen;höhenverstellbar;Aluminumdruckguss alufarbig;pulverbeschichtet inkl.Adapter";0.0.678.76;;-;-;
110000362;406200150;"Tastaturauszug~; Edelstahl;gebürstet~; inkl.;Teleskopschiene~;;Holdin-Holdout Gesamtbreite:";;;;;
110000363;406200300;"schwenkbare Untertisch Ablage;Material: Kunststoff ABS,;Farbe: schwarz inkl. 3;Holzschrauben 4x16mm";;;;;
110000364;406344701;"Sichtlagerkasten ESD;175x100x75 mm schwarz;;";;;;;
110000365;406344702;"Sichtlagerkasten ESD 95x100x50;mm schwarz;;";;;;;
110000366;406410015;"Einstecktasche DIN A4;LIchtgrau RAL7035;;";;1845410015;;;
110000367;406410016;"Schutzfolie für Einstecktasche;292x210-1x0,5mm;;";;;;;
110000368;406502153;"Informationstafel 2x DIN A4,;ESD;;";;3842537870;;;
110000369;406514670;"Leuchte SL30LED Bei 1000mm;Abstand: 1200lx Empfohlene;Befestigung für B45: 2x 402;150021 (Flanschkopf M6x16) 2x";;;;;
110000370;406514671;"Leuchte SL10LED Bei 1000mm;Abstand: 418 lx Empfohlene;Befestigung für B45: 2x 402;150020 (Flanschkopf M6x14) 2x";;;;;
110000371;406514680;"Leuchte SL24 LED Länge: 472mm,;Leistung: ca. 28W Bei 1000mm;Abstand: 800lx (inkl.;DIMMmodul-Eingang) Empfohlene";;3842552224;;;
110000372;406514681;"LEUCHTE SL48 LED Länge: 898mm,;Leistung:ca. 52W Bei 1000mm;Abstand: 1300lx mit DIMMmodul;Eingang Empfohlene Befestigung";;3842552220;;;
110000373;406514682;"Leuchte SL28 LED Länge: 898mm,;Leistung: 28W Bei 1000mm;Abstand: 1000lx mit;DIMMmodul-Eingang Empfohlene";;;;;
110000374;406514685;"LED DIMMModul, extern zur;Bedienung einer Leuchte inkl.;3 m Verbindungsleitung;";;;;;
110000375;406514700;"APL Easy 900 BASIC;C LED-Anbauleuchte 39,5 W;Lichtlenksystem:Mikroprismensc;heibe Schutzart:IP40";;;;;
110000376;406514701;"APL Easy 900 ECO K LED;Anbauleuchte 19,2 W;Lichtlenksystem: LED-Optik;1-reihig 60° mattiert";;;;;
110000377;406514702;"APL Easy 900 ECO SENS K LED;Anbauleuchte ECO 19,7 W;Lichtlenksystem: LED-Optik;1-reihig 60° mattiert";;;;;
110000378;406514703;"APL Easy 400 BASIC SAT LED;Satelitenleuchte 20,8 W;Lichtlenksystem:Mikroprismensc;heibe Schutzart:IP40";;;;;
110000379;406514704;"APL Easy 400 ECO SAT LED;Satelitenleuchte ECO 10,1 W;Lichtlenksystem: LED-Optik;1-reihig 60° mattiert";;;;;
110000380;406514705;"APL-I A 900 BASIC SENS REMOTE;DIM LED Systemleuchte BASIC;SENS DIM Programmierbarer;Bewegungsmelder,";;;;;
110000381;406514706;"APL-II A 900-60 ECO SENS;REMOTE DIM LED Systemleuchte;ECO SENS REMOTE DIM;Programmierbarer";;;;;
110000382;406514707;"APL Universal 600 VDA BASIC 16;DIM LED Prüf-/;Arbeitsplatzleuchte;Lichtlenksystem:Dreiteilig";;;;;
110000383;406514709;"APL Universal 900 VDA 16;6 BASIC DIM LED Prüf-/;Arbeitsplatzleuchte;Lichtlenksystem:Dreiteilig";;;;;
110000384;406514800;"Steckdosenleiste STEP ALU 4x;Schuko~; 1x USB 5V, DC, 3,1A,;;";;;;;
110000385;406516100;"Monitorhalter VESA-Standard;aus Kunstoff inkl.;Befestigungsmaterial;";0.0.653.42;;-;-;
110000386;406516101;"Adapterplatte für;Monitorhalter;Aluminiumdruckguss alufarbig;pulverbesch";;;;;
110000387;406516900;"ESD-Tischauflagematte DK10 2x,;grau 610x1220 mm~; runde Ecken;Materialdicke: 2mm Typischer;Ableitwiderstand: Rgp = 10^6 -";0.0.633.96;;-;-;
110000388;406516905;"Erdungsbox 3x DK10 gelb,;Erdungsleitung: 2 mtr, 4 mm;Öse, Pro Anschluss 1 MOhm;Sicherheitswiderstand";0.0.636.27;;-;-;
110000389;406516910;"Erdungsbaustein ohne Kabel;3xDK10 Farbe: gelb;Blindstecker für;Schukosteckdose";0.0.636.26;;-;-;
110000390;406517043;"GST-Stecker ROHS-Ausnahme 6c;Konform;;";;3842517043;;;
110000391;406517044;"GST-Buchse ROHS-Ausnahme 6c;Konform;92.933.0053.1;";;3842517044;-;-;
110000392;406517045;"Netzkabel 5m Stecker/Buchse;ROHS-Ausnahme 6c Konform;;";;3842517045;;;
110000393;406517046;"Netzkabel 2m Stecker/Buchse;ROHS-Ausnahme 6c Konform;;";;;;;
110000394;406517047;"Verbindungskabel 2 mtr;ROHS-Ausnahme 6c Konform;;";;3842517047;;;
110000395;406517049;"Verbindungskabel 1 mtr;ROHS-Ausnahme 6c Konform;;";;3842517049;;;
110000396;406517051;"Verbindungskabel Länge: 0,5 m;ROHS-Ausnahme 6c Konform;;";;3842517051;;;
110000397;406517055;"Verbindungsstecker;ROHS-Ausnahme 6c Konform;;";;3842517055;;;
110000398;406517100;"Werkzeug-Doppelhaken N8/10,;Kunststoff Schwarz, mit Haken,;Typ R30 Schwarz PVC;beschichtet, vormontiert";;;;;
110000399;406517101;"Werkzeughaken N8/10,;Kunststoff Schwarz, mit Haken,;Typ R40 Schwarz PVC;beschichtet, vormontiert";;;;;
110000400;406517102;"Werkzeughaken N8/10,;Kunststoff Schwarz, mit Haken;Typ A90x30 Schwarz PVC;beschichtet, vormontiert";;;;;
110000401;406517103;"Werkzeughaken N8/10,;Kunststoff Schwarz, mit Haken;Typ A50x20 vormontiert;";;;;;
110000402;406517104;"Werkzeughaken N8/10,;Kunststoff Schwarz, mit Haken;Typ A30x40 vormontiert;";;;;;
110000403;406517105;"Werkzeughaken N8/10,;Kunststoff Schwarz, Typ;A40x60~; vormontiert;";;;;;
110000404;406517106;"Werkzeughalter N8/10,;Kunststoff Schwarz, mit;Halter, Typ D80 vormontiert;";;;;;
110000405;406517107;"Werkzeughaken N8/10,;Kunststoff schwarz mit Haken,;Typ A, 80x20, vormontiert;";;;;;
110000406;406517108;"Werkzeughaken N8/10,;Kunststoff schwarz mit Haken,;Typ A, 90x30, vormontiert;";;;;;
110000407;406517120;"Köcher D50, konisch 50-40mm,;ESD mit Grundadapter M8;;";;;;;
110000408;406517200;"Tuchklemme N8/10, Kunststoff,;schwarz mit Halter G 50x50,;vormontiert;";;;;;
110000409;406517201;"Netzkabel 5m, Buchse / offenes;Ende ROHS-Ausnahme 6c Konform;;";;3842517201;;;
110000410;406517250;"Folienschneider mit;wechselbarer Klinge, N8/10,;Kunststoff schwarz,;vormontiert";;;;;
110000411;406517251;"Folienschneider mit;wechselbarer Klinge, N8/10,;Kunststoff grau, ähnlich;RAL7042, vormontiert";;;;;
110000412;406517270;"Werkzeugablage N8/10,;Kunststoff schwarz PA6GK20,;inkl. Montageset 1 Stück;";;;;;
110000413;406520053;"Federzug 0,4-1,0 kg;;;";0.0.631.84;3842520053;-;-;
110000414;406520054;"Federzug 1,0-2,0 kg;;;";0.0.636.48;3842520054;-;-;
110000415;406520055;"Federzug 2,0-4,0 kg;;;";0.0.649.96;3842520055;-;-;
110000416;406520057;"Federzug 0,4-1,0 kg Gehäuse;Aluminium;;";;;;;
110000417;406527161;"Arbeitsdrehstuhl Reinraum;Basic mit Rollen, Sitzhöhe:;470-610 mm;";;3842527161;;;
110000418;406527162;"Reinraum Basic Stuhl Sitzhöhe;620-870 mm, mit Aufstieghilfe;;";;3842527162;;;
110000419;406527207;"Verbindungskabel 3 mtr;ROHS-Ausnahme 6c Konform;;";;3842527207;;;
110000420;406530100;"Hubeinheit 355 mit Ausfräsung;im Set enthalten: 2x Hubmodul,;Hub: 355mm (Einbauhöhe:;550mm), Profil mit Ausfräsung,";;;;;
110000421;406530101;"Hubeinheit 400 mit Ausfräsung;im Set enthalten: 2x Hubmodul,;Hub: 400mm (Einbauhöhe: 595mm);Profil mit Ausfräsung, v =";;;;;
110000422;406530102;"Hubeinheit 355 ohne Ausfräsung;im Set enthalten: 2x Hubmodul,;Hub: 355mm (Einbauhöhe:;550mm), Profil ohne";;;;;
110000423;406530103;"Hubeinheit 400 ohne Ausfräsung;im Set enthalten: 2x Hubmodul,;Hub: 400 (Einbauhöhe: 595mm);Profil ohne Ausfräsung, v =";;;;;
110000424;406530104;"Handschalter mit 6;Funktionstasten;;";;;;;
110000425;406532909;"T-Stecker ROHS-Ausnahme 6c;Konform;;";;3842532909;;;
110000426;406537123;"Verbindungskabel 1,5 mtr;ROHS-Ausnahme 6c Konform;;";;3842537123;;;
110000427;406537598;"Verbindungskabel 4 mtr;ROHS-Ausnahme 6c Konform;;";;3842537598;;;
110000428;406540429;"Flaschenhalter ESD;Beschichtung RAL7037 Material:;C9D, Draht blank,;pulverbeschichtet RAL 7037";;3842540429;;;
110000429;406553142;"H-Verteiler 1E/3Am schwarz;ohne Befestigungsmöglichkeit;ROHS-Ausnahme 6c Konform;";;3842553142;;;
110000430;408510165;"Anschlagpuffer 20x24 M6x18;Gummi Naturkautschuk;;";;3842510165;;;
110000431;408520011;"Fußplatte 150x150;;;";;;;;
110000432;408520017;"Fussplatte 120x120 Material:;Stahl blauchromatiert für;Profilraster 40 und 45;";;;;;
110000433;408535136;"Beschriftungsclip für Rundrohr;D28 Länge: 2000mm, Material:;HART PVC Transparent;";;3842535136;;;
110000434;408536100;"Innenliegender;T-Kugel-Stoßverbinder;Aluminiumdruckguss blank,;inkl. Befest,";;;;;
110000435;408536101;"Innenliegender;Kugel-Stoßverbinder;Aluminiumdruckguss blank,;inkl. Befest,";;;;;
110000436;408536102;"Innenliegender T-Verbinder D28;Aluminiumdruckguss blank,;inkl. Befest,;";;;;;
110000437;408537119;"Beschriftungsclip für Rundrohr;D28 Länge: 2000mm, Material:;HART PVC Farbe: grau ähnlich;RAL 7035";;3842535136;;;
110000438;408537652;"Beschriftungsclip für Rundrohr;D28 Länge: 120mm, Material:;HART PVC Farbe: grau ähnlich;RAL 7035";;3842538093;;;
110000439;408538093;"Beschriftungsclip für Rundrohr;D28 Länge: 120mm, Material:;HART PVC transpartent;";;3842538093;;;
110000440;408541173;"Verbinder 90° für Rundrohr D28;Material: Aluminiumdruckguss;;";;3842541173;;;
110000441;408541175;"Verbinder 45° für Rundrohr D28;Material: Aluminiumdruckguss;;";;3842541175;;;
110000442;408541178;"Verbinder 0-90° für Rundrohr;D28 Material:;Aluminiumdruckguss;";;3842541178;;;
110000443;408541181;"Kreuzverbinder für D28;Material: Aluminiumdruckguss;;";;3842541181;;;
110000444;408541183;"Parallelverbinder für Rundrohr;D28 Material:;Aluminiumdruckguss;";;3842541183;;;
110000445;408541185;"Gewindehülse für Rundrohr D28L;Material: Kunststoff PA,;schwarz;";;3842541185;;;
110000446;408541186;"T-Verbinderplatte D28;Material: Stahl verzinkt;;";;;;;
110000447;408541188;"Eckverbinder für Rundrohr D28;Material: Aluminiumdruckguss;;";;;;;
110000448;408541189;"Rundrohrverbinder D28;Material: Aluminiumdruckgus;;";;;;;
110000449;408541191;"Eckverbinder 90° für Rundrohr;D28 Material:;Aluminiumdruckguss;";;;;;
110000450;408541195;"Abdeckkappe Rundrohr D28, ESD,;Material: Kunststoff PA;;";;3842548129;;;
110000451;408541196;"Gleitschiene PVC grau für;Rundrohr D28 Länge: 2000mm;ähnlich RAL 7035;";;3842541196;;;
110000452;408543311;"Variofixblock für Rundrohr;D28L PA6.6 leitfähig, inkl.;Befestigung;";;3842543311;;;
110000453;408543494;"VARIOFIX-BLOCK~; ZNAL;;;";;3842543494;;;
110000454;412259790;"Lenkrolle mit Anbauflansch,;D100, H=125 Rad: Vollgummi~;;Felgen: Polypropylen Gehäuse:;Stahlblech verzinkt,";;3842259790;;;
